X,Y,OBJECTID_1,Symbol,GlobalID,EditDate,USER_Name,USER_Address,USER_Ward,USER_Open_To,USER_Hours,USER_Phone,USER_Type
1302844.24767388,459276.910766482,268,Office Building,c1af9186-ec7e-4a51-86e6-858e4b2cc692,2024/05/09 19:41:32.407+00,Latin America Youth Center,"1419 Columbia Road, NW",1,All,"Mon, Tue, Thurs, Fri:  8AM – 7PM 
Wed: By Appointment Only
Sat & Sun: Closed",(202) 319-2225,Youth/Young Adult Providers
1314135.44425155,457347.890346304,269,Office Building,30a09e96-4504-4ff4-9fb8-7a0b76ebe1d7,2024/05/09 19:41:32.619+00,Zoe’s Doors,"900 Rhode Island Avenue, NE",5,All,"Fri – Wed:  Open 24 hours
Thurs:  8PM – 8AM  ",(202) 248-2098,Youth/Young Adult Providers
1301766.74818847,460260.668641478,270,Office Building,225e00ad-1c82-4db4-91bd-b9a8885bf41e,2024/06/18 12:21:20.074+00,Mt. Pleasant Library,"3160 16th Street, NW",1,All,"Mon, Tue, Wed: 9AM – 8PM
Thurs:  12PM – 8PM
Fri & Sat:  10AM – 6PM
Sun:  1PM – 5PM",202-671-3121,Public Libraries
1293549.02184181,454050.599368721,271,Office Building,f9b164c0-7d66-4b26-a719-4c4e1e758ba0,2024/06/18 12:21:06.125+00,Georgetown Library,"3260 R Street, NW",2,All,"Mon, Tue, Wed:  9AM – 8PM
Thurs:  12PM – 8PM
Fri & Sat:  10AM – 6PM
Sun:  1PM – 5PM ",202-727-0232,Public Libraries
1305285.21162397,448688.850577816,272,Office Building,6a6a2af8-974d-437a-85de-82c54a2e6c7a,2024/06/18 12:21:37.907+00,Martin Luther King Jr. Memorial Library,"901 G Street, NW",2,All,"Mon, Tue, Wed, Thurs:  9:30AM – 9PM
Fri & Sat:  9:30AM – 5:30PM
Sun:  1PM – 5PM ",202-727-0321,Public Libraries
1290886.07769264,473054.147975728,273,Office Building,0abca247-fc54-42bd-9084-a888bce58360,2024/06/18 12:20:55.264+00,Chevy Chase Library,"5625 Connecticut Avenue, NW",3,All,"Mon, Tue, Wed:  9AM – 8PM
Thurs:  12PM – 8PM
Fri & Sat:  10AM – 6PM
Sun:  1PM – 5PM ",202-282-0021,Public Libraries
1319480.81938756,456309.74806565,274,Office Building,88eaff15-ab03-4056-ac85-b44511649a20,2024/05/09 19:41:33.636+00,Adams Place Shelter,"2210 Adams Place, NE",5,Men,Open 24/7,202-399-7093,Low-Barrier Shelters
1284685.30072413,455871.145268306,275,Office Building,53fb4b7a-ef4a-4ae9-a406-23f41e71cdde,2024/06/18 12:21:01.091+00,Palisades Library,"4901 V Street, NW",3,All,"Mon, Tue, Wed:  9AM – 8PM
Thurs:  12PM – 8PM
Fri & Sat:  10AM – 6PM
Sun:  1PM – 5PM ",202-282-3139,Public Libraries
1295864.89286622,461469.974621817,276,Office Building,419115d2-e548-4f0d-bec3-d896e4183b48,2024/06/18 12:21:13.266+00,Cleveland Park,"3310 Connecticut Avenue, NW",3,All,"Mon, Tue, Wed:  9AM – 8PM
Thurs:  12PM – 8PM
Fri & Sat:  10AM – 6PM
Sun:  1PM – 5PM ",202-282-3080,Public Libraries
1289595.74300297,466512.708302721,277,Office Building,d7782345-9f2d-4e4c-bb79-aa81fc3c1937,2024/06/18 12:20:33.543+00,Tenley-Friendship Library,"4450 Wisconsin Avenue, NW",3,All,"Mon, Tue, Wed:  9AM – 8PM
Thurs:  12PM – 8PM
Fri & Sat:  10AM – 6PM
Sun:  1PM – 5PM ",202-727-1487,Public Libraries
1304899.13923338,464533.848087221,278,Office Building,252a80f6-467e-42bb-b65a-dd443ad9583d,2024/06/18 12:21:28.675+00,Petworth Library,"4200 Kansas Avenue, NW",4,All,"Mon, Tue, Wed:  9AM – 8PM
Thurs:  12PM – 8PM
Fri & Sat:  10AM – 6PM
Sun:  1PM – 5PM ",202-243-1187,Public Libraries
1304285.89275648,472236.910436973,279,Office Building,ffc2f02a-4bbf-4c3f-b7ae-34346aa64ce1,2024/05/09 19:41:34.678+00,St. Josephine Bakhita,"6010 Georgia Avenue, NW",4,Women,7PM – 7AM,202-399-7093,Low-Barrier Shelters
1316364.7970763,454650.511554733,280,Office Building,cfc5042e-c023-46c8-b355-7e77f7d28b8a,2024/05/09 19:41:34.934+00,New York Avenue Shelter,"1355-57 New York Avenue, NE",5,Men,Open 24/7,202-399-7093,Low-Barrier Shelters
1304656.22174022,478405.680579722,281,Office Building,d2d8bd47-bd6a-4f7d-b181-20ee0e7e9f74,2024/06/18 12:21:10.309+00,Shepherd Park /Juanita E. Thornton Library,"7420 Georgia Avenue, NW",4,All,"Mon, Tue, Wed:  9AM – 8PM
Thurs:  12PM – 8PM
Fri & Sat:  10AM – 6PM
Sun:  1PM – 5PM ",202-541-6100,Public Libraries
1318411.09449288,459148.053084567,282,Office Building,47a0cca6-ff55-4bc6-b1ce-e97fc6878a31,2024/06/18 12:22:11.903+00,Woodridge Library,"1801 Hamlin Street, NE",5,All,"Mon, Tue, Wed:  9AM – 8PM
Thurs:  12PM – 8PM
Fri & Sat:  10AM – 6PM
Sun:  1PM – 5PM ",202-541-6226,Public Libraries
1312451.84755313,469239.730735809,283,Office Building,7ac20887-e91d-407e-b9f5-c5b3c0e44989,2024/06/18 12:22:05.972+00,Lamond-Riggs / Lillian J. Huff Library ,"5401 South Dakota Ave, NE",5,All,"Mon, Tue, Wed:  9AM – 8PM
Thurs:  12PM – 8PM
Fri & Sat:  10AM – 6PM
Sun:  1PM – 5PM ",202-541-6255,Public Libraries
1308457.76367781,450622.078994811,284,Office Building,ab375171-b3d1-4ec5-9461-502ead06167f,2024/06/18 12:21:48.160+00,Northwest One Library,"155 L Street, NW",6,All,"Mon, Tue, Wed:  10AM – 6PM
Thurs:  12PM – 8PM
Fri & Sat:  10AM – 6PM
Sun:  1PM – 5PM ",202-939-5945,Public Libraries
1318271.45894539,448367.349252313,285,Office Building,79a40dd2-7566-4602-8b59-fed631a6dbec,2024/06/18 12:22:08.992+00,Rosedale Library,"1701 Gales Street, NE",6,All,"Mon, Tue, Wed:  10AM – 6PM
Thurs:  12PM – 8PM
Fri & Sat:  10AM – 6PM
Sun:  1PM – 5PM ",202-727-5012,Public Libraries
1307826.11336631,441405.053793728,286,Office Building,8484fefa-6389-4dae-8293-80b2ee844b70,2024/06/18 12:21:16.447+00,Southwest Library,"900 Wesley Place, SW",6,All,"Mon, Tue, Wed:  9AM – 8PM
Thurs:  12PM – 8PM
Fri & Sat:  10AM – 6PM
Sun:  1PM – 5PM ",202-724-4751,Public Libraries
1327188.48310605,447030.302385733,287,Office Building,c817c804-9cba-410a-9d0c-fb0364d839c1,2024/06/18 12:22:31.471+00,Benning / Dorothy I. Height Library,"3935 Benning Road, NE",7,All,"Mon, Tue, Wed:  9AM – 8PM
Thurs:  12PM – 8PM
Fri & Sat:  10AM – 6PM
Sun:  1PM – 5PM ",202-281-2582,Public Libraries
1332378.33394681,445149.061725646,288,Office Building,4a311679-4ea4-4f1d-8230-3881584d9ac0,2024/06/18 12:22:39.341+00,Capitol View Library ,"5001 Central Avenue, SE",7,All,"Mon, Tue, Wed:  9AM – 8PM
Thurs:  12PM – 8PM
Fri & Sat:  10AM – 6PM
Sun:  1PM – 5PM ",202-645-0754,Public Libraries
1313349.76340821,447127.687689647,289,Office Building,ea69e758-406f-451e-9370-49c1483acc73,2024/06/18 12:21:59.152+00,Northeast Library,"330 7th Street, NE",6,All,"Mon, Tue, Wed:  9AM – 8PM
Thurs:  12PM – 8PM
Fri & Sat:  10AM – 6PM
Sun:  1PM – 5PM ",202-698-0057,Public Libraries
1325373.85517363,436373.274815306,290,Office Building,0cb19446-23b5-40f3-92ac-13f2868c0676,2024/06/18 12:22:34.127+00,Francis A. Gregory Library,"3660 Alabama Avenue, SE",7,All,"Mon, Tue, Wed:  9AM – 8PM
Thurs:  12PM – 8PM
Fri & Sat:  10AM – 6PM
Sun:  1PM – 5PM ",202-698-6373,Public Libraries
1313325.57218364,443368.070536971,291,Office Building,b990d98d-ee8d-4099-abf2-9b02fb2e0eee,2024/06/18 12:22:02.224+00,Southeast Library,"403 7th Street, SE",6,All,Closed for Renovations ,202-698-3376,Public Libraries
1306011.3000668,453697.129603222,292,Office Building,6d86316b-27b9-4927-a827-965c56e1e1d3,2024/06/18 12:21:34.937+00,Watha T. Daniel / Shaw Library,"1630 7th Street, NW",6,All,"Mon, Tue, Wed:  9AM – 8PM
Thurs:  12PM – 8PM
Fri & Sat:  10AM – 6PM
Sun:  1PM – 5PM ",202-727-1288,Public Libraries
1318441.95433931,436777.165083647,293,Office Building,f24b92b7-eff3-437c-9a9a-5fb1503e5683,2024/06/18 12:22:18.242+00,Anacostia Library,"1800 Good Hope Road, SE",8,All,"Mon, Tue, Wed:  9AM – 8PM
Thurs:  12PM – 8PM
Fri & Sat:  10AM – 6PM
Sun:  1PM – 5PM ","202-715-7707, 202-715-7708",Public Libraries
1309649.82100497,424124.433499396,294,Office Building,61ccf12a-4143-451f-8718-c211b55670ab,2024/06/18 12:21:24.735+00,Bellevue / William O. Lockridge Library,"115 Atlantic Street, SW",8,All,"Mon, Tue, Wed:  9AM – 8PM
Thurs:  12PM – 8PM
Fri & Sat:  10AM – 6PM
Sun:  1PM – 5PM",202-281-2583,Public Libraries
1317673.38894731,429565.915398553,295,Office Building,900ad349-8a35-4fcb-aae8-5922af3b6fc9,2024/06/18 12:21:52.040+00,Parklands-Turner Library,"1547 Alabama Avenue, SE",8,All,"Mon, Tue, Wed:  10AM – 6PM
Thurs:  12PM – 8PM
Fri & Sat:  10AM – 6PM
Sun:  1PM – 5PM ",202-645-4532,Public Libraries
1331639.12610763,452244.914331809,296,Office Building,b61d5cca-1736-4fdb-8c4d-d7f67371a0ee,2024/06/18 12:22:28.607+00,Deanwood Library,"1350 49th Street, NE",7,All,"Mon, Tue, Wed:  10AM – 6PM
Thurs:  12PM – 8PM
Fri & Sat:  10AM – 6PM
Sun:  1PM – 5PM ",202-698-1174,Public Libraries
1302361.25881048,458323.250600308,297,Office Building,fc7228e5-b408-4c36-ada4-9c455caad7da,2024/06/20 12:22:41.173+00,Columbia Heights Community Center,"1480 Girard Street, NW",1,All,"Mon – Fri: 6AM – 9PM, Sat: 9AM – 5PM, Sun: Closed",202-671-0373,Recreation and Community Centers
1301627.98763922,452816.839697137,298,Office Building,504dba26-22e7-41bb-9b05-03b4d03a45ad,2024/06/20 12:22:47.788+00,Stead Recreation Center,"1625 P Street, NW",2,All,"Mon – Fri: 9AM – 9PM, Sat: 9AM – 5PM, Sun: Closed",202-673-4465,Recreation and Community Centers
1282582.97422014,458092.541416064,299,Office Building,c00c3dc9-1f40-44ec-8745-76aa6797e167,2024/06/20 12:22:53.012+00,Palisades Community Center,"5200 Sherier Place, NW",3,All,"Mon – Fri: 9AM – 9PM, Sat: 9AM – 5PM, Sun: Closed",202-545-7201,Recreation and Community Centers
1290978.07652439,472903.291978225,300,Office Building,94f4a21c-c209-4c7d-a5b4-bc13feb9fa7f,2024/06/18 12:42:56.390+00,Chevy Chase Community Center,"5601 Connecticut Avenue, NW",3,All,"Mon – Fri:  9AM – 12PM
Sat & Sun:  Closed",202-282-2204,Recreation and Community Centers
1304414.60083239,470519.289856479,301,Office Building,907f0164-a23c-4db0-a97b-4e991f03fac5,2024/06/18 12:42:48.743+00,Emery Heights Recreation Center,"5701 Georgia Avenue, NW",4,All,"Mon – Fri:  6AM – 9PM
Sat:  9AM – 5PM
Sun:  Closed",202-576-3211,Recreation and Community Centers
1312366.10691097,471006.47753039,302,Office Building,4cd3ee78-b7f6-46ba-a83b-90984876d763,2024/06/20 12:22:58.692+00,Riggs-LaSalle Recreation Center,"501 Riggs Road, NE",4,All,"Mon – Fri: 9AM – 9PMSat: 9AM – 5PM, Sun: Closed",202-576-5224,Recreation and Community Centers
1309991.44729023,473828.793079972,303,Office Building,46799bfa-0b24-4466-b996-2b2868af6fbd,2024/06/18 12:42:58.228+00,Lamond Recreation Center,"20 Tuckerman Street, NE",4,All,"Mon – Fri:  9AM – 9PM
Sat:  9AM – 5PM
Sun:  Closed",202-576-9541,Recreation and Community Centers
1320536.47541273,454159.824215889,304,Office Building,d2bec330-1635-4f2c-b69e-145a8674627d,2024/06/18 12:42:43.556+00,Arboretum Community Center,"2412 Rand Place, NE",5,All,"Mon – Fri:  12PM – 8PM
Sat & Sun:  Closed",202-673-4507,Recreation and Community Centers
1311800.26585105,458203.34007898,305,Office Building,9843e6af-533d-4836-9ecd-dd1553153131,2024/06/18 12:42:49.867+00,Edgewood Recreation Center,"301 Franklin Street, NE",5,All,"Mon – Fri:  6AM – 9PM
Sat:  9AM – 5PM
Sun:  Closed",202-788-2204,Recreation and Community Centers
1316186.2265673,467296.268415391,306,Office Building,c8b10453-815f-4565-b38d-cd5d6d93e9ce,2024/06/20 12:23:06.109+00,North Michigan Park Recreation Center,"1333 Emerson Street, NE",5,All,"Mon – Fri: 9AM – 9PM, Sat: 9AM – 5PM, Sun: Closed",202-541-3526,Recreation and Community Centers
1306206.90827139,452428.576037973,307,Office Building,0bcaa974-431a-4915-a6ac-f59b66e76cd6,2024/06/18 12:42:46.265+00,Kennedy Recreation Center,"1401 7th Street, NW",2,All,"Mon – Fri:  12PM – 8PM
Sat:  9AM – 1PM
Sun:  Closed",202-671-4794,Recreation and Community Centers
1304757.73630098,462432.810950726,308,Office Building,81712a24-32a8-43d5-aad6-993b2298738e,2024/06/20 12:23:11.156+00,Raymond Recreation Center,"3725 10th Street, NW",4,All,"Mon – Fri: 9AM – 9PM, Sat: 9AM – 5PM, Sun: Closed",202-671-2181,Recreation and Community Centers
1317243.74052839,451510.535223141,309,Office Building,04c00bee-7dd0-4c2e-9589-51124152b373,2024/06/20 12:23:15.728+00,Trinidad Recreation Center,"1310 Childress Street, NE",5,All,"Mon – Fri: 9AM – 9PM, Sat: 9AM – 5PM, Sun: Closed",202-727-1293,Recreation and Community Centers
1314384.6455248,463041.459339723,310,Office Building,c4738088-9cf8-4a61-8b64-c1253a28ebc0,2024/06/18 12:42:51.390+00,Turkey Thicket Recreation Center,"1100 Michigan Avenue, NE",5,All,"Mon – Fri:  6AM – 9PM
Sat:  9AM – 5PM
Sun:  Closed",202-576-9238,Recreation and Community Centers
1308702.16541997,440090.528535649,311,Office Building,25d52a0e-d230-4860-abb4-f3be8af7f096,2024/06/18 12:42:47.535+00,King-Greenleaf Recreation Center,"201 N Street, SW",6,All,"Mon – Fri:  12PM – 8PM
Sat:  9AM – 5PM
Sun:  Closed",202-645-7454,Recreation and Community Centers
1327071.73596422,445119.287835062,312,Office Building,2a1ba7bd-0698-47bb-9388-6d26814390a0,2024/06/20 12:23:24.101+00,Benning Stoddert Community Center ,"100 Stoddert Place, SE",7,All,"Mon – Fri: 9AM – 9PM, Sat:  9AM – 5PM, Sun: Closed",202-698-1873,Recreation and Community Centers
1328093.11384273,437908.777649805,313,Office Building,4ef7f3b7-c3f5-41d6-8944-aa7977ed2bef,2024/06/18 12:43:01.313+00,Fort Davis Community Center,"1400 41st Street, SE",7,All,"Mon – Fri:  9AM – 9PM
Sat:  9AM – 5PM
Sun:  Closed",202-645-9212,Recreation and Community Centers
1319221.50068048,458931.920314729,314,Office Building,65b41ee6-5942-4103-b63c-0d4a8c8330e6,2024/06/18 12:43:12.028+00,Langdon Park Community Center,"2901 20th Street, NE",5,All,"Mon – Thurs: 9AM – 1PM & 4PM – 9PM
Fri:  9AM – 1PM
Sat & Sun:  9AM – 5PM",202-654-6102,Recreation and Community Centers
1314278.20380856,448651.911019146,315,Office Building,4735ada7-40fc-4ce6-9e16-77837c104bb5,2024/06/18 12:42:59.736+00,Sherwood Recreation Center,"640 10th Street, NE",6,All,"Mon – Fri:  9AM – 9PM
Sat:  9AM – 5PM
Sun:  Closed",202-698-3075,Recreation and Community Centers
1322971.04993989,434162.965587646,316,Office Building,32a4256d-7391-4742-a56e-93ffb09ffcf6,2024/06/18 12:43:02.636+00,Hillcrest Recreation Center,"3100 Denver Street, SE",7,All,"Mon – Fri:  9AM – 9PM
Sat:  9AM – 5PM
Sun:  Closed",202-645-9200,Recreation and Community Centers
1329135.74955273,452203.841251224,317,Office Building,c0c7117f-2901-488c-ba1a-de83355f9b5a,2024/06/18 12:42:52.737+00,Kenilworth Recreation Center,"4321 Ord Street, NE",7,All,"Mon – Fri:  6AM – 9PM
Sat:  9AM – 5PM
Sun:  Closed",202-299-5094,Recreation and Community Centers
1331639.12610763,452244.914331809,318,Office Building,149274ea-8599-467e-b7bb-dad74bb611e9,2024/06/20 12:23:33.627+00,Deanwood Recreation Center,"1350 49th Street, NE",7,All,"Mon – Fri: 6AM – 9PM, Sat: 9AM – 5PM, Sun: Closed",202-671-3077,Recreation and Community Centers
1329208.5981603,440587.418946058,319,Office Building,50720e70-a671-4851-9958-50ee17d3159b,2024/06/18 12:43:03.686+00,Ridge Road Community Center,"830 Ridge Road, SE",7,All,"Mon – Fri:  9AM – 9PM
Sat:  9AM – 5PM
Sun:  Closed",202-671-6747,Recreation and Community Centers
1318271.45894539,448367.349252313,320,Office Building,2a26df8f-8a2b-439d-91a7-d5d5448ff83c,2024/06/18 12:42:53.831+00,Rosedale Community Center,"1701 Gales Street, NE",7,All,"Mon – Fri:  6AM – 9PM
Sat:  9AM – 5PM
Sun:  Closed",202-727-2591,Recreation and Community Centers
1337147.40347689,446054.568772897,321,Office Building,596268f1-356b-4e69-bf04-c73174911201,2024/06/18 12:42:45.019+00,Marvin Gaye Recreation Center,"15 61st Street, NE",7,All,"Mon – Fri:  12PM – 8PM
Sat & Sun:  Closed",202-899-6004,Recreation and Community Centers
1333140.55387905,441816.157958388,322,Office Building,6624033d-49a9-42fa-82a6-94cc3dc5b28d,2024/06/18 12:43:05.114+00,Woody Ward Recreation Center,"5100 Southern Avenue, SE",7,All,"Mon – Fri:  9AM – 9PM
Sat:  9AM – 5PM
Sun:  Closed",202-645-3957,Recreation and Community Centers
1309437.80633713,419624.109166726,323,Office Building,6cf87737-263b-43cc-8a07-8444f3edc54a,2024/06/20 12:23:38.249+00,Bald Eagle Recreation Center,"100 Joliet Street, SW",8,All,"Mon – Fri: 9AM – 9PM, Sat: 9AM – 5PM, Sun: Closed",202-671-5125,Recreation and Community Centers
1313386.12685256,434714.752869889,324,Office Building,46c00ba6-79bf-4525-b843-295b7272ec60,2024/06/18 12:42:54.721+00,Barry Farm Recreation Center,"1230 Sumner Road, SE",8,All,"Mon – Fri:  6AM – 9PM
Sat:  9AM – 5PM
Sun:  Closed",202-442-5420,Recreation and Community Centers
1313230.15144272,424484.862896651,325,Office Building,5c5b9921-3b5b-4419-9533-f87cd3aeab12,2024/06/18 12:43:07.463+00,Ferebee Hope Recreation Center,"700 Yuma Street, SE",8,All,"Mon – Fri:  9AM – 9PM
Sat:  9AM – 5PM
Sun:  Closed",202-788-2279,Recreation and Community Centers
1318390.13357681,433722.274211809,326,Office Building,f49976d6-9f2e-46c0-87c9-745896a33e4c,2024/06/20 12:23:41.942+00,Fort Stanton Recreation Center,"1812 Erie Street, SE",8,All,"Mon – Fri: 9AM – 9PM, Sat 9AM – 5PM, Sun: Closed",202-671-1040,Recreation and Community Centers
1305609.96195872,461423.010804981,327,Office Building,04c4dc00-2d0c-4697-80d3-08de51f601a2,2024/06/18 12:21:31.776+00,Bernice Fonteneau Senior Wellness Center,"3531 Georgia Avenue, NW",1,All,Mon – Fri:  8:30 AM – 4PM,202-727-0338,Senior Wellness Centers
1307463.76172881,469699.082507387,328,Office Building,047c85e8-4489-40f3-9012-60e631650f2a,2024/06/18 12:21:44.911+00,Hattie Holmes Senior Wellness Center,"324 Kennedy Street, NW",4,All,Mon – Fri:  8:30 AM – 4:30 PM,202-291-6170,Senior Wellness Centers
1318959.31846206,457932.121789396,329,Office Building,a06efaad-df88-4c93-a77e-f76171bbafdb,2024/06/18 12:22:15.032+00,Model Cities Senior Wellness Center,"1901 Evarts Street, NE",5,All,Mon – Fri:  8:30 AM – 5PM,202-635-1900,Senior Wellness Centers
1312567.1885298,450208.789138973,330,Office Building,e9db26ad-d5b5-42ac-995d-01b7626e331a,2024/06/18 12:21:55.174+00,Hayes Senior Wellness Center,"500 K Street, NE",6,All,Mon – Fri:  8AM – 4PM,202-727-0357,Senior Wellness Centers
1322547.94842389,434769.182551056,331,Office Building,220f7b1e-16f1-42ec-b45e-b662085ba5b5,2024/06/18 12:22:25.082+00,Washington Seniors Wellness Center,"3001 Alabama Avenue, SE",7,All,"Mon, Wed:  8:30 AM – 6:30 PM
Tu, Th, Fri:  8:30 AM – 5PM ",202-581-9355,Senior Wellness Centers
1307216.40756471,474255.309943482,332,Office Building,5cff0210-9332-4397-8971-b81c627d13ef,2024/05/09 19:41:45.881+00,Takoma Aquatic Center,"300 Van Buren Street, NW",4,All,"Mon – Fri:  6AM – 9PM
Sat & Sun:  10AM – 5PM ",,Indoor Pools
1300802.27341139,456147.435398147,333,Office Building,3fb4b43d-581b-4dd1-bb62-32b5b92e24bc,2024/05/09 19:41:46.208+00,Marie Reed Aquatic Center,"2200 Champlain St, NW",1,All,To be announced,,Indoor Pools
1312581.3617298,441116.219397649,334,Office Building,7a3b87aa-d2a5-42bd-aa00-1324060041c3,2024/06/18 12:43:09.536+00,Arthur Capper Community Center,"1000 5th Street, SE",8,All,"Mon – Fri:  9AM – 9PM
Sat:  9AM – 5PM
Sun:  Closed",202-478-9260,Recreation and Community Centers
1314384.6455248,463041.459339723,335,Office Building,36c1e58a-b6e4-424d-ba72-9010f2ab0d73,2024/05/09 19:41:46.588+00,Turkey Thicket Aquatic Center,"1100 Michigan Avenue, NE",5,All,"Mon – Fri:  6AM – 9PM 
Sat:  10AM – 5PM
Sun: Closed",,Indoor Pools
1313179.51440489,444279.288202733,336,Office Building,302e02a9-4308-4202-b50d-9663f42e4ab9,2024/05/09 19:41:46.754+00,William H. Rumsey Aquatic Center ,"635 North Carolina Avenue, SE",6,All,"Mon – Fri:  6AM– 9PM
Sat:  10AM – 5PM
Sun: Closed",,Indoor Pools
1304117.21789697,464855.309386566,337,Office Building,b9244a10-319a-44d9-9c7c-2170ad10dc25,2024/05/09 19:41:46.908+00,Roosevelt Aquatic Center,"4301 13th Street, NW",4,All,To be announced,,Indoor Pools
1313386.12685256,434714.752869889,338,Office Building,5f6b6038-14f6-4f56-bab8-1e91d477927b,2024/05/09 19:41:47.078+00,Barry Farm Aquatic Center,"1230 Sumner Road, SE",8,All,"Mon – Fri:  6AM– 9PM
Sat:  10AM – 5PM
Sun: 10AM – 5PM",,Indoor Pools
1331639.12610763,452244.914331809,339,Office Building,981b325a-397a-4cea-8f82-50618a939d83,2024/05/09 19:41:47.246+00,Deanwood Aquatic Center,"1350 49th Street, NE",7,All,"Mon – Fri:  6AM– 9PM
Sat:  10AM – 5PM
Sun: 10AM – 5PM",,Indoor Pools
1305908.5089338,457433.845883057,340,Office Building,85bffd04-767c-42ee-a223-b2e5649cbcc3,2024/06/20 12:17:17.551+00,Banneker Pool,"2500 Georgia Avenue, NW",1,All,"Mon, Tues, Wed & Fri: 10AM – 8PM, Thurs: Closed, Sat – Sun: 10AM – 6PM",,Outdoor Pools
1313230.15144272,424484.862896651,341,Office Building,489a5e65-f96f-4219-b530-9b6f931f1e4d,2024/05/09 19:41:47.614+00,Ferebee-Hope Aquatic Center,"700 Yuma St, SE",8,All,"Mon: Closed
Tues – Fri:  12PM– 8PM
Sat:  10AM – 5PM
Sun: Closed",,Indoor Pools
1293319.1620653,454893.160675734,342,Office Building,cc40fdd6-df81-45e5-85a4-7972de1ba4b8,2024/06/18 12:42:04.865+00,Jelleff Pool,"3265 S Street, NW",2,All,"Mon, Tues, Thurs & Fri:  10AM – 6PM
Wed: Closed
Sat – Sun:  10AM – 6PM",,Outdoor Pools
1297132.9280598,451861.965294555,343,Office Building,a320274e-6cec-4495-96a5-d7cd2fda4d80,2024/06/20 12:17:11.819+00,Francis Pool,"2435 N Street, NW",2,All,"Mon, Wed, Thurs & Fri:10AM – 6PM, Tue: Closed, Sat – Sun: 10AM – 6PM",,Outdoor Pools
1291800.78288423,463183.887860641,344,Office Building,d36c3807-8eac-4218-bb5a-862d811efe71,2024/06/20 12:17:08.422+00,Hearst Pool ,3701 37th Street NW,3,All,"Mon, Tues, Wed & Fri: 6AM – 8PM, Thurs: Closed, Sat – Sun: 10AM – 6PM",,Outdoor Pools
1293324.06723922,452847.811748058,345,Office Building,f6e799af-3dbc-46e9-bfd9-a823a489b326,2024/06/18 12:42:15.648+00,Volta Park Pool,"1555 34th Street, NW",2,All,"Mon: Closed
Tue – Fri:  12PM – 8PM
Sat – Sun:  10AM – 6PM",,Outdoor Pools
